schema_version	query_id	query_class	profile	threads	candidate_limit	cache_block_bytes	repeat	status	exit_code	wall_seconds	user_seconds	system_seconds	peak_rss_kib	candidate_count	alignment_count	output_bytes	archive_count	archive_size_bytes	archive_build_wall_seconds	archive_build_cpu_seconds	metadata_requests	head_requests	get_requests	range_requests	stream_requests	requested_bytes	returned_bytes	decoded_bytes	remote_bytes	cache_bytes	cache_hits	cache_misses	cache_evictions	stale_cache_rejections	retries	full_object_fallbacks	seed_buckets_read	sequence_blocks_read	seed_count_proxy	bucket_count_proxy	anchor_count_proxy	chain_count_proxy	sequence_count_proxy	alignment_count_proxy	output_bytes_proxy	thread_count_proxy
1.0.0	J01749.1__q2000	small	sensitive	8	1	1048576	1	complete	0	0.04666086000361247	0.029915999999999998	0.018529999999999998	89976	1	1	6289	3	26032220			20	0	0	18	0	8921157	8921157	1404339	0	98118	9	10	0	0	0	0	13	1		26			2		6289	8
1.0.0	J01749.1__q2000	small	sensitive	8	100	16384	1	complete	0	0.04294339999614749	0.030711	0.012827	79072	1	1	6289	3	26032220			20	0	0	18	0	1562569	1562569	1404339	0	23264	3	96	0	0	0	0	13	1		26			2		6289	8
1.0.0	J01749.1__q2000	small	sensitive	8	100	65536	1	complete	0	0.046047969997744076	0.033773	0.013455	79160	1	1	6289	3	26032220			20	0	0	18	0	2302021	2302021	1404339	0	53414	3	36	0	0	0	0	13	1		26			2		6289	8
1.0.0	J01749.1__q2000	small	sensitive	8	100	262144	1	complete	0	0.043431434998638	0.031261	0.011738	78400	1	1	6292	3	26032220			20	0	0	18	0	4464709	4464709	1404339	0	61030	4	18	0	0	0	0	13	1		26			2		6292	8
1.0.0	J01749.1__q2000	small	sensitive	8	100	1048576	1	complete	0	0.04645979199995054	0.023936	0.023743	85852	1	1	6295	3	26032220			20	0	0	18	0	8921157	8921157	1404339	0	98118	9	10	0	0	0	0	13	1		26			2		6295	8
1.0.0	J01749.1__q2000	small	sensitive	16	1	16384	1	complete	0	0.0412309399980586	0.028901999999999997	0.016031999999999998	111504	1	1	6286	3	26032220			20	0	0	18	0	1562569	1562569	1404339	0	23264	3	96	0	0	0	0	13	1		26			2		6286	16
1.0.0	J01749.1__q2000	small	sensitive	16	1	65536	1	complete	0	0.047467421005421784	0.038806	0.012672	113740	1	1	6286	3	26032220			20	0	0	18	0	2302021	2302021	1404339	0	53414	3	36	0	0	0	0	13	1		26			2		6286	16
1.0.0	J01749.1__q2000	small	sensitive	16	1	262144	1	complete	0	0.04417409699817654	0.030732	0.017211	113676	1	1	6289	3	26032220			20	0	0	18	0	4464709	4464709	1404339	0	61030	4	18	0	0	0	0	13	1		26			2		6289	16
1.0.0	J01749.1__q2000	small	sensitive	16	1	1048576	1	complete	0	0.04946738099533832	0.031231	0.022740999999999997	122636	1	1	6292	3	26032220			20	0	0	18	0	8921157	8921157	1404339	0	98118	9	10	0	0	0	0	13	1		26			2		6292	16
1.0.0	J01749.1__q2000	small	sensitive	16	100	16384	1	complete	0	0.040978816999995615	0.026671	0.018892	111804	1	1	6292	3	26032220			20	0	0	18	0	1562569	1562569	1404339	0	23264	3	96	0	0	0	0	13	1		26			2		6292	16
1.0.0	J01749.1__q2000	small	sensitive	16	100	65536	1	complete	0	0.0407181779955863	0.024489	0.020090999999999998	109804	1	1	6292	3	26032220			20	0	0	18	0	2302021	2302021	1404339	0	53414	3	36	0	0	0	0	13	1		26			2		6292	16
1.0.0	J01749.1__q2000	small	sensitive	16	100	262144	1	complete	0	0.04430888000206323	0.029605	0.018948	115468	1	1	6295	3	26032220			20	0	0	18	0	4464709	4464709	1404339	0	61030	4	18	0	0	0	0	13	1		26			2		6295	16
1.0.0	J01749.1__q2000	small	sensitive	16	100	1048576	1	complete	0	0.04909464200318325	0.025349999999999998	0.027215999999999997	121056	1	1	6298	3	26032220			20	0	0	18	0	8921157	8921157	1404339	0	98118	9	10	0	0	0	0	13	1		26			2		6298	16
1.0.0	NC_001735.1__q50000	large	fast	1	1	16384	1	complete	0	0.17608813799597556	0.15800999999999998	0.015882	130864	1	1	6180	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6180	1
1.0.0	NC_001735.1__q50000	large	fast	1	1	65536	1	complete	0	0.1693990580024547	0.154975	0.012783	130740	1	1	6178	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6178	1
1.0.0	NC_001735.1__q50000	large	fast	1	1	262144	1	complete	0	0.17314744499890367	0.153134	0.017863	131852	1	1	6181	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6181	1
1.0.0	NC_001735.1__q50000	large	fast	1	1	1048576	1	complete	0	0.18004326400114223	0.15620699999999998	0.020895	134404	1	1	6182	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6182	1
1.0.0	NC_001735.1__q50000	large	fast	1	100	16384	1	complete	0	0.17012291499850107	0.156114	0.01197	133144	1	1	6186	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6186	1
1.0.0	NC_001735.1__q50000	large	fast	1	100	65536	1	complete	0	0.17248483300500084	0.15459399999999998	0.015646	134936	1	1	6184	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6184	1
1.0.0	NC_001735.1__q50000	large	fast	1	100	262144	1	complete	0	0.17436062900378602	0.15685	0.01474	131640	1	1	6187	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6187	1
1.0.0	NC_001735.1__q50000	large	fast	1	100	1048576	1	complete	0	0.18606217700289562	0.15731299999999998	0.020725	134304	1	1	6188	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6188	1
1.0.0	NC_001735.1__q50000	large	fast	4	1	16384	1	complete	0	0.19922594600211596	0.16183499999999998	0.034754	157708	1	1	6180	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6180	4
1.0.0	NC_001735.1__q50000	large	fast	4	1	65536	1	complete	0	0.2074151199994958	0.160528	0.042126	155396	1	1	6178	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6178	4
1.0.0	NC_001735.1__q50000	large	fast	4	1	262144	1	complete	0	0.21618375899561215	0.168089	0.048419	157312	1	1	6181	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6181	4
1.0.0	NC_001735.1__q50000	large	fast	4	1	1048576	1	complete	0	0.2390148330014199	0.18001299999999998	0.059921999999999996	160468	1	1	6182	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6182	4
1.0.0	NC_001735.1__q50000	large	fast	4	100	16384	1	complete	0	0.225506647999282	0.160488	0.057651999999999995	153152	1	1	6186	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6186	4
1.0.0	NC_001735.1__q50000	large	fast	4	100	65536	1	complete	0	0.22017390999826603	0.175873	0.043389	153652	1	1	6184	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6184	4
1.0.0	NC_001735.1__q50000	large	fast	4	100	262144	1	complete	0	0.23112633299751906	0.161224	0.060783	156156	1	1	6187	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6187	4
1.0.0	NC_001735.1__q50000	large	fast	4	100	1048576	1	complete	0	0.20904542600328568	0.162376	0.045089	160340	1	1	6188	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6188	4
1.0.0	NC_001735.1__q50000	large	fast	8	1	16384	1	complete	0	0.2297620649987948	0.169891	0.054648999999999996	172280	1	1	6180	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6180	8
1.0.0	NC_001735.1__q50000	large	fast	8	1	65536	1	complete	0	0.244516004997422	0.16591899999999998	0.077792	147384	1	1	6178	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6178	8
1.0.0	NC_001735.1__q50000	large	fast	8	1	262144	1	complete	0	0.2420089450024534	0.16900099999999998	0.068492	139392	1	1	6181	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6181	8
1.0.0	NC_001735.1__q50000	large	fast	8	1	1048576	1	complete	0	0.25512498500029324	0.17906	0.069326	128716	1	1	6182	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6182	8
1.0.0	NC_001735.1__q50000	large	fast	8	100	16384	1	complete	0	0.23517182700015837	0.161971	0.071421	124860	1	1	6186	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6186	8
1.0.0	NC_001735.1__q50000	large	fast	8	100	65536	1	complete	0	0.24671524899895303	0.17208199999999998	0.06191	126756	1	1	6184	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6184	8
1.0.0	NC_001735.1__q50000	large	fast	8	100	262144	1	complete	0	0.23869480199937243	0.171625	0.064194	131312	1	1	6187	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6187	8
1.0.0	NC_001735.1__q50000	large	fast	8	100	1048576	1	complete	0	0.23911422800301807	0.16325299999999998	0.075497	118744	1	1	6188	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6188	8
1.0.0	NC_001735.1__q50000	large	fast	16	1	16384	1	complete	0	0.24190548100159504	0.163483	0.07651999999999999	115008	1	1	6183	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6183	16
1.0.0	NC_001735.1__q50000	large	fast	16	1	65536	1	complete	0	0.23709221700119087	0.168098	0.072395	151604	1	1	6181	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6181	16
1.0.0	NC_001735.1__q50000	large	fast	16	1	262144	1	complete	0	0.23718271600228036	0.163398	0.076587	156500	1	1	6184	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6184	16
1.0.0	NC_001735.1__q50000	large	fast	16	1	1048576	1	complete	0	0.2467052190040704	0.17576	0.071963	170564	1	1	6185	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6185	16
1.0.0	NC_001735.1__q50000	large	fast	16	100	16384	1	complete	0	0.23905815300531685	0.165236	0.07530099999999999	163244	1	1	6189	3	26032220			106	0	0	104	0	2152366	2152366	2718524	0	479808	91	132	0	0	0	0	99	1		198			2		6189	16
1.0.0	NC_001735.1__q50000	large	fast	16	100	65536	1	complete	0	0.23780324000108521	0.17242	0.068303	158916	1	1	6187	3	26032220			106	0	0	104	0	2414510	2414510	2718524	0	667018	92	37	0	0	0	0	99	1		198			2		6187	16
1.0.0	NC_001735.1__q50000	large	fast	16	100	262144	1	complete	0	0.23477979200106347	0.16391899999999998	0.074145	168660	1	1	6190	3	26032220			106	0	0	104	0	3266478	3266478	2718524	0	746586	98	13	0	0	0	0	99	1		198			2		6190	16
1.0.0	NC_001735.1__q50000	large	fast	16	100	1048576	1	complete	0	0.2414762560001691	0.179055	0.06292199999999999	167108	1	1	6191	3	26032220			106	0	0	104	0	5363630	5363630	2718524	0	763818	99	6	0	0	0	0	99	1		198			2		6191	16
1.0.0	NC_001735.1__q50000	large	balanced	1	1	16384	1	complete	0	0.755079319998913	0.644842	0.10291399999999999	232304	1	2	55072	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55072	1
1.0.0	NC_001735.1__q50000	large	balanced	1	1	65536	1	complete	0	0.7745049189979909	0.653071	0.103195	229652	1	2	55070	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55070	1
1.0.0	NC_001735.1__q50000	large	balanced	1	1	262144	1	complete	0	0.7792518479982391	0.6569149999999999	0.102252	235316	1	2	55073	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55073	1
1.0.0	NC_001735.1__q50000	large	balanced	1	1	1048576	1	complete	0	0.7739250410013483	0.6591199999999999	0.10496899999999999	235456	1	2	55074	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55074	1
1.0.0	NC_001735.1__q50000	large	balanced	1	100	16384	1	complete	0	0.7485202919997391	0.651125	0.091193	232324	1	2	55078	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55078	1
1.0.0	NC_001735.1__q50000	large	balanced	1	100	65536	1	complete	0	0.7798187289954512	0.6613589999999999	0.10282999999999999	215660	1	2	55076	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55076	1
1.0.0	NC_001735.1__q50000	large	balanced	1	100	262144	1	complete	0	0.8019624529988505	0.677724	0.10807399999999999	216416	1	2	55079	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55079	1
1.0.0	NC_001735.1__q50000	large	balanced	1	100	1048576	1	complete	0	0.8024046119971899	0.672024	0.114839	222412	1	2	55080	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55080	1
1.0.0	NC_001735.1__q50000	large	balanced	4	1	16384	1	complete	0	0.826669411995681	0.681669	0.11735	251980	1	2	55072	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55072	4
1.0.0	NC_001735.1__q50000	large	balanced	4	1	65536	1	complete	0	0.7856260539992945	0.6588189999999999	0.122337	249916	1	2	55070	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55070	4
1.0.0	NC_001735.1__q50000	large	balanced	4	1	262144	1	complete	0	0.796534054003132	0.671615	0.111734	240784	1	2	55073	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55073	4
1.0.0	NC_001735.1__q50000	large	balanced	4	1	1048576	1	complete	0	0.8007890010048868	0.672233	0.11528999999999999	238828	1	2	55074	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55074	4
1.0.0	NC_001735.1__q50000	large	balanced	4	100	16384	1	complete	0	0.7880376639950555	0.646131	0.128807	231944	1	2	55078	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55078	4
1.0.0	NC_001735.1__q50000	large	balanced	4	100	65536	1	complete	0	0.8105062870017719	0.669995	0.12079699999999999	215904	1	2	55076	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55076	4
1.0.0	NC_001735.1__q50000	large	balanced	4	100	262144	1	complete	0	0.8050758559984388	0.652874	0.12645399999999998	217124	1	2	55079	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55079	4
1.0.0	NC_001735.1__q50000	large	balanced	4	100	1048576	1	complete	0	0.8092584270052612	0.687242	0.10679	220952	1	2	55080	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55080	4
1.0.0	NC_001735.1__q50000	large	balanced	8	1	16384	1	complete	0	0.780155125001329	0.6557839999999999	0.112096	219980	1	2	55072	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55072	8
1.0.0	NC_001735.1__q50000	large	balanced	8	1	65536	1	complete	0	0.7847459900003741	0.654284	0.119989	218316	1	2	55070	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55070	8
1.0.0	NC_001735.1__q50000	large	balanced	8	1	262144	1	complete	0	0.7668894730013562	0.661253	0.102772	216876	1	2	55073	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55073	8
1.0.0	NC_001735.1__q50000	large	balanced	8	1	1048576	1	complete	0	0.8055461950061726	0.6744129999999999	0.119255	244896	1	2	55074	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55074	8
1.0.0	NC_001735.1__q50000	large	balanced	8	100	16384	1	complete	0	0.7829510949959513	0.65793	0.11329	235880	1	2	55078	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55078	8
1.0.0	NC_001735.1__q50000	large	balanced	8	100	65536	1	complete	0	0.7930594150020625	0.665136	0.11319499999999999	242016	1	2	55076	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55076	8
1.0.0	NC_001735.1__q50000	large	balanced	8	100	262144	1	complete	0	0.7990295159979723	0.6702319999999999	0.11136299999999999	237440	1	2	55079	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55079	8
1.0.0	NC_001735.1__q50000	large	balanced	8	100	1048576	1	complete	0	0.7918629409978166	0.66401	0.125684	244600	1	2	55080	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55080	8
1.0.0	NC_001735.1__q50000	large	balanced	16	1	16384	1	complete	0	0.7821849059982924	0.6537649999999999	0.117199	216900	1	2	55075	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55075	16
1.0.0	NC_001735.1__q50000	large	balanced	16	1	65536	1	complete	0	0.7761269080001512	0.649466	0.114342	217540	1	2	55073	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55073	16
1.0.0	NC_001735.1__q50000	large	balanced	16	1	262144	1	complete	0	0.7949348379988805	0.656662	0.121816	217992	1	2	55076	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55076	16
1.0.0	NC_001735.1__q50000	large	balanced	16	1	1048576	1	complete	0	0.7871634680050192	0.6728379999999999	0.11509	220728	1	2	55077	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55077	16
1.0.0	NC_001735.1__q50000	large	balanced	16	100	16384	1	complete	0	1.2761860609971336	0.6396189999999999	0.12839899999999999	217396	1	2	55081	3	26032220			253	0	0	251	0	3495854	3495854	4900288	0	1154258	222	214	0	0	0	0	245	2		490			4		55081	16
1.0.0	NC_001735.1__q50000	large	balanced	16	100	65536	1	complete	0	0.7784830140008125	0.650247	0.127967	267188	1	2	55079	3	26032220			253	0	0	251	0	3856302	3856302	4900288	0	1612940	235	59	0	0	0	0	245	2		490			4		55079	16
1.0.0	NC_001735.1__q50000	large	balanced	16	100	262144	1	complete	0	0.7848164769966388	0.664937	0.11865999999999999	286604	1	2	55082	3	26032220			253	0	0	251	0	4577198	4577198	4900288	0	1803100	245	18	0	0	0	0	245	2		490			4		55082	16
1.0.0	NC_001735.1__q50000	large	balanced	16	100	1048576	1	complete	0	0.7941556840014528	0.675032	0.11874	279092	1	2	55083	3	26032220			253	0	0	251	0	7460782	7460782	4900288	0	1840716	245	8	0	0	0	0	245	2		490			4		55083	16
1.0.0	NC_001735.1__q50000	large	sensitive	1	1	16384	1	complete	0	1.5075765100045828	1.292632	0.193914	434740	1	2	55082	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55082	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	1	65536	1	complete	0	1.5182506490018568	1.2990140000000001	0.20131	432800	1	2	55080	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55080	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	1	262144	1	complete	0	1.5092732470002375	1.283142	0.206094	434668	1	2	55083	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55083	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	1	1048576	1	complete	0	1.7384188489959342	1.2669869999999999	0.033749	443520	1	2	55086	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55086	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	100	16384	1	complete	0	1.3442746419968898	1.279509	0.034591	436996	1	2	55088	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55088	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	100	65536	1	complete	0	1.360367850997136	1.2843930000000001	0.035698	436172	1	2	55086	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55086	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	100	262144	1	complete	0	1.2781963980014552	1.235747	0.031698	439764	1	2	55089	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55089	1
1.0.0	NC_001735.1__q50000	large	sensitive	1	100	1048576	1	complete	0	1.2993341349938419	1.253663	0.027722999999999998	441504	1	2	55092	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55092	1
1.0.0	NC_001735.1__q50000	large	sensitive	4	1	16384	1	complete	0	1.2902620269960607	1.238575	0.036653	451948	1	2	55082	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55082	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	1	65536	1	complete	0	1.2871707989979768	1.238065	0.033802	452936	1	2	55080	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55080	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	1	262144	1	complete	0	1.2843268470023759	1.228253	0.043553999999999995	453180	1	2	55083	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55083	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	1	1048576	1	complete	0	1.2996225809984026	1.241487	0.044701	459596	1	2	55086	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55086	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	100	16384	1	complete	0	1.3133773769950494	1.239166	0.057575999999999995	451404	1	2	55088	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55088	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	100	65536	1	complete	0	1.2924255170000833	1.233315	0.051559	451352	1	2	55086	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55086	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	100	262144	1	complete	0	1.3217300859978423	1.244631	0.066594	453940	1	2	55089	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55089	4
1.0.0	NC_001735.1__q50000	large	sensitive	4	100	1048576	1	complete	0	1.4243093550030608	1.277798	0.129635	455336	1	2	55092	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55092	4
1.0.0	NC_001735.1__q50000	large	sensitive	8	1	16384	1	complete	0	1.7802819720018306	1.290293	0.18204099999999998	467600	1	2	55082	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55082	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	1	65536	1	complete	0	1.3697421600008965	1.270429	0.08329099999999999	467492	1	2	55080	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55080	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	1	262144	1	complete	0	1.3556836530042347	1.2527599999999999	0.087381	468384	1	2	55083	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55083	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	1	1048576	1	complete	0	1.3722497490016394	1.2703579999999999	0.08750899999999999	472020	1	2	55086	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55086	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	100	16384	1	complete	0	1.3579059469993808	1.2531919999999999	0.089436	470044	1	2	55088	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55088	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	100	65536	1	complete	0	1.3788395910014515	1.264589	0.10041599999999999	467652	1	2	55086	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55086	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	100	262144	1	complete	0	1.6158202470032847	1.257369	0.11555299999999999	467716	1	2	55089	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55089	8
1.0.0	NC_001735.1__q50000	large	sensitive	8	100	1048576	1	complete	0	1.4025163859987515	1.28702	0.098492	472080	1	2	55092	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55092	8
1.0.0	NC_001735.1__q50000	large	sensitive	16	1	16384	1	complete	0	1.3734518659985042	1.2634050000000001	0.098356	503060	1	2	55085	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55085	16
1.0.0	NC_001735.1__q50000	large	sensitive	16	1	65536	1	complete	0	1.3814549790040473	1.25546	0.113243	502120	1	2	55083	3	26032220			516	0	0	514	0	6210430	6210430	8801664	0	3316300	486	95	0	0	0	0	508	2		1016			4		55083	16
1.0.0	NC_001735.1__q50000	large	sensitive	16	1	262144	1	complete	0	1.3910664260038175	1.261809	0.11725999999999999	504600	1	2	55086	3	26032220			516	0	0	514	0	6865790	6865790	8801664	0	3687260	505	27	0	0	0	0	508	2		1016			4		55086	16
1.0.0	NC_001735.1__q50000	large	sensitive	16	1	1048576	1	complete	0	1.4078276979998918	1.279444	0.11659399999999999	507068	1	2	55089	3	26032220			516	0	0	514	0	8962942	8962942	8801664	0	3775628	507	10	0	0	0	0	508	2		1016			4		55089	16
1.0.0	NC_001735.1__q50000	large	sensitive	16	100	16384	1	complete	0	1.3848090329993283	1.271024	0.10923999999999999	502656	1	2	55091	3	26032220			516	0	0	514	0	5636990	5636990	8801664	0	2418770	473	345	0	0	0	0	508	2		1016			4		55091	16
