section	case	metric	value	unit	status	note
comparator_timing	blastn/candidate	peak_rss_kib	74808	KiB	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_candidates_t8.json
comparator_timing	blastn/candidate	system_seconds	2.991217	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_candidates_t8.json
comparator_timing	blastn/candidate	user_seconds	27.906469	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_candidates_t8.json
comparator_timing	blastn/candidate	wall_seconds	32.080605176	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_candidates_t8.json
comparator_timing	blastn/direct_full	peak_rss_kib	74848	KiB	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_fragments_direct_t8.json
comparator_timing	blastn/direct_full	system_seconds	1.488134	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_fragments_direct_t8.json
comparator_timing	blastn/direct_full	user_seconds	13.226747	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_fragments_direct_t8.json
comparator_timing	blastn/direct_full	wall_seconds	14.84467506	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/blastn_q10000_fragments_direct_t8.json
comparator_timing	minimap2/candidate	peak_rss_kib	90976	KiB	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_candidates_t8.json
comparator_timing	minimap2/candidate	system_seconds	8.522783	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_candidates_t8.json
comparator_timing	minimap2/candidate	user_seconds	39.478672	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_candidates_t8.json
comparator_timing	minimap2/candidate	wall_seconds	33.94642394	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_candidates_t8.json
comparator_timing	minimap2/direct_full	peak_rss_kib	90344	KiB	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_fragments_direct_t8.json
comparator_timing	minimap2/direct_full	system_seconds	4.840371	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_fragments_direct_t8.json
comparator_timing	minimap2/direct_full	user_seconds	22.549026	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_fragments_direct_t8.json
comparator_timing	minimap2/direct_full	wall_seconds	19.264992858	seconds	measured	comparator measurement timing and resident memory; source: controlled-v1/measurements/minimap2_q10000_fragments_direct_t8.json
controlled_comparator	blastn-q10000-candidates-t8	assemblies_total	72	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	assemblies_with_records	72	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	base_precision	0.593692074794	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	base_recall	0.982890625	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	gap_error_bases	220728	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	gap_error_fraction	0.306566666667	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	intersection_bases	314525	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	interval_precision	0.555555555556	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	interval_recall	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	observed_bases	529778	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	tool	blastn	identifier	measured	normalized result tool; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	blastn-q10000-candidates-t8	version	blastn: 2.17.0+	identifier	measured	normalized result version; source: controlled-v1/normalized/blastn-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	assemblies_total	72	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	assemblies_with_records	71	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	base_precision	0.580479569969	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	base_recall	0.86930625	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	gap_error_bases	242865	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	gap_error_fraction	0.3373125	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	intersection_bases	278178	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	interval_precision	0.56338028169	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	interval_recall	0.925	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	observed_bases	479221	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	tool	minimap2	identifier	measured	normalized result tool; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_comparator	minimap2-q10000-candidates-t8	version	2.31-r1302	identifier	measured	normalized result version; source: controlled-v1/normalized/minimap2-q10000-candidates-t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	alignment_count	75	alignments	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	candidate_count	40	candidates	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	coverage_mean	0.474225	fraction	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	gap_bases	210310	bases	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	peak_rss_kib	295996	KiB	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	system_seconds	0.350393	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	user_seconds	1.592598	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=1;threads=8	wall_seconds	0.587417303002	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s1_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	alignment_count	75	alignments	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	candidate_count	40	candidates	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	coverage_mean	0.474225	fraction	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	gap_bases	210310	bases	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	peak_rss_kib	274356	KiB	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	system_seconds	0.274307	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	user_seconds	1.577492	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=balanced;min_shared=3;threads=8	wall_seconds	0.533665836003	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_balanced_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	alignment_count	23	alignments	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	candidate_count	25	candidates	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	coverage_mean	0.244636	fraction	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	gap_bases	188841	bases	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	peak_rss_kib	184216	KiB	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	system_seconds	0.16137	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	user_seconds	0.398212	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=1;threads=8	wall_seconds	0.219353269	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s1_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	alignment_count	23	alignments	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	candidate_count	25	candidates	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	coverage_mean	0.244636	fraction	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	gap_bases	188841	bases	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	peak_rss_kib	173160	KiB	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	system_seconds	0.134884	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	user_seconds	0.375606	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=fast;min_shared=3;threads=8	wall_seconds	0.176063115003	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_fast_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	alignment_count	170	alignments	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	candidate_count	40	candidates	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	coverage_mean	0.632905	fraction	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	gap_bases	146838	bases	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	peak_rss_kib	257064	KiB	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	system_seconds	0.308309	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	user_seconds	3.60239	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=1;threads=8	wall_seconds	2.039569843	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s1_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	alignment_count	170	alignments	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	candidate_count	40	candidates	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	coverage_mean	0.632905	fraction	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	gap_bases	146838	bases	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	peak_rss_kib	243172	KiB	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	system_seconds	0.415265	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	user_seconds	3.56876	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragment_measurements	profile=sensitive;min_shared=3;threads=8	wall_seconds	2.058891742	seconds	measured	Jam fragment profile measurement; source: controlled-v1/measurements/jam_fragments_sensitive_s3_t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	assemblies_total	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	assemblies_with_records	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	base_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	base_recall	0.982890625	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	gap_error_bases	5475	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	gap_error_fraction	0.0136875	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	intersection_bases	314525	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	interval_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	interval_recall	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	observed_bases	314525	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	tool	blastn	identifier	measured	normalized result tool; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	blastn-q10000-fragments-direct-t8	version	blastn: 2.17.0+	identifier	measured	normalized result version; source: controlled-v1/normalized/blastn-q10000-fragments-direct-t8.json
controlled_fragments	jam-q10000-fragments	assemblies_total	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	assemblies_with_records	38	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	base_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	base_recall	0.59278125	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	gap_error_bases	130310	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	gap_error_fraction	0.325775	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	intersection_bases	189690	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	interval_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	interval_recall	0.8375	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	observed_bases	189690	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	tool	jam	identifier	measured	normalized result tool; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam-q10000-fragments	version	jam 0.10.0	identifier	measured	normalized result version; source: controlled-v1/normalized/jam-q10000-fragments.json
controlled_fragments	jam_fragments_balanced_s1_t8	assemblies_total	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	assemblies_with_records	38	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	base_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	base_recall	0.59278125	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	gap_error_bases	130310	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	gap_error_fraction	0.325775	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	intersection_bases	189690	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	interval_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	interval_recall	0.8375	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	observed_bases	189690	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	tool	jam	identifier	measured	normalized result tool; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s1_t8	version	jam 0.10.0	identifier	measured	normalized result version; source: controlled-v1/normalized/jam_fragments_balanced_s1_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	assemblies_total	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	assemblies_with_records	38	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	base_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	base_recall	0.59278125	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	gap_error_bases	130310	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	gap_error_fraction	0.325775	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	intersection_bases	189690	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	interval_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	interval_recall	0.8375	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	observed_bases	189690	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	tool	jam	identifier	measured	normalized result tool; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_balanced_s3_t8	version	jam 0.10.0	identifier	measured	normalized result version; source: controlled-v1/normalized/jam_fragments_balanced_s3_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	assemblies_total	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	assemblies_with_records	20	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	base_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	base_recall	0.191121875	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	gap_error_bases	258841	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	gap_error_fraction	0.6471025	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	intersection_bases	61159	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	interval_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	interval_recall	0.4	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	observed_bases	61159	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	tool	jam	identifier	measured	normalized result tool; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	truth_bases	320000	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s1_t8	version	jam 0.10.0	identifier	measured	normalized result version; source: controlled-v1/normalized/jam_fragments_fast_s1_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	assemblies_total	40	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	assemblies_with_records	20	assemblies	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	base_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	base_recall	0.191121875	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	gap_error_bases	258841	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	gap_error_fraction	0.6471025	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	intersection_bases	61159	bases	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	interval_precision	1	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
controlled_fragments	jam_fragments_fast_s3_t8	interval_recall	0.4	fraction	measured	normalized truth comparison metric; source: controlled-v1/normalized/jam_fragments_fast_s3_t8.json
